,고객번호,H1,H2,H3,H4,성별,연령대,거주지역
4986,04987,3061070,5762631,8561256,2400880,F,45세~49세,100
4987,04988,21461730,24096910,28946330,26690640,M,45세~49세,610
4988,04989,18116390,37338012,30857415,16794119,F,45세~49세,100
4989,04990,3813032,3800816,4308153,5207790,F,45세~49세,100
4990,04991,1768260,1622156,1441904,968839,F,45세~49세,610
4991,04992,5207882,5195340,3407931,4375790,F,45세~49세,016
4992,04993,3154491,2274283,3214150,2457772,F,45세~49세,100
4993,04994,24259570,16134218,16259237,6817768,F,45세~49세,460
4994,04995,7774047,7680995,5171923,8175261,F,45세~49세,047
4995,04996,2385408,3496741,3248619,4534971,F,45세~49세,270
4996,04997,14334752,13396205,9460728,6473201,F,45세~49세,500
4997,04998,3381358,3658569,3387384,4354381,F,45세~49세,100
4998,04999,3360570,2147546,2010529,2777304,F,45세~49세,100
4999,05000,1613313,1643886,1516356,1986927,F,45세~49세,270
5000,05001,1985116,2288107,2066499,3560559,F,45세~49세,060
5001,05002,1906427,1834367,1181770,1493909,F,45세~49세,087
5002,05003,40666797,29204656,60260569,43429868,F,45세~49세,016
5003,05004,5727517,4504150,5099136,6642442,F,45세~49세,036
5004,05005,9314550,4446253,8111732,6217924,F,45세~49세,100
5005,05006,10123570,11219203,15303882,16313905,F,45세~49세,500
5006,05007,5112800,11221110,6845460,9001340,M,45세~49세,100
5007,05008,4991362,7153910,6985238,10267679,F,45세~49세,100
5008,05009,10567923,6332032,5541479,6325122,F,45세~49세,055
5009,05010,5835127,10126873,5523650,3121440,F,45세~49세,610
5010,05011,3792660,5372280,6029070,7371150,F,45세~49세,024
5011,05012,40314376,31883157,30824133,40175686,F,45세~49세,500
5012,05013,3162756,3631707,3717413,2603433,F,45세~49세,310
5013,05014,3218640,7443650,6958340,8948020,F,45세~49세,610
5014,05015,6998714,17304693,25141192,13237063,F,45세~49세,060
5015,05016,2127240,6348742,4602820,6728870,F,45세~49세,100
5016,05017,2079218,2102902,1677294,2298704,F,45세~49세,100
5017,05018,3263528,5589456,4427358,6657065,F,45세~49세,460
5018,05019,4871593,6042791,6528001,6624110,F,45세~49세,016
5019,05020,2855852,4823582,3982635,7717571,F,45세~49세,540
5020,05021,6508435,7124968,7642773,7421018,F,45세~49세,100
5021,05022,26549520,27188914,20319450,30857590,F,45세~49세,100
5022,05023,7099559,6368957,4024698,1451301,M,45세~49세,500
5023,05024,1950297,2207262,1519859,1337666,F,45세~49세,460
5024,05025,44358230,32670333,33325854,64666600,F,45세~49세,210
5025,05026,21660940,10814750,11811400,19165510,F,45세~49세,500
5026,05027,13471640,13506602,13773188,10447545,F,45세~49세,100
5027,05028,46979024,58548192,80018484,41366173,M,45세~49세,100
5028,05029,3590387,4157287,5206901,2493066,M,45세~49세,360
5029,05030,9647172,12605428,7974720,6234380,F,45세~49세,027
5030,05031,10188640,4210400,3386880,4899550,F,45세~49세,210
5031,05032,38236310,72248846,58280610,25404760,F,45세~49세,027
5032,05033,15338002,15411821,15000469,15119546,F,45세~49세,500
5033,05034,3796908,4293114,5555609,7896756,M,45세~49세,210
5034,05035,21722718,14549154,29016965,31250614,F,45세~49세,016
5035,05036,6251562,5387515,2769960,2908401,F,45세~49세,540
5036,05037,2322647,2663789,2909161,4804589,F,45세~49세,100
5037,05038,5998274,6320373,4931581,11814804,F,45세~49세,460
5038,05039,1796458,1783208,2874843,2913962,F,45세~49세,100
5039,05040,3167550,2390980,3414480,5500438,F,45세~49세,100
5040,05041,39732039,73592106,17485694,22475174,F,45세~49세,460
5041,05042,12191089,6694248,9447618,7236124,F,45세~49세,210
5042,05043,1889965,2335987,2569830,2034552,F,45세~49세,210
5043,05044,9548135,7769367,15578395,12446679,F,45세~49세,100
5044,05045,1850788,1725461,1503531,1785049,F,45세~49세,540
5045,05046,1929095,2249113,2325168,1001776,F,45세~49세,100
5046,05047,12069670,15887100,18052398,28055020,F,45세~49세,440
5047,05048,31969770,11613896,16780730,13367370,F,45세~49세,460
5048,05049,4380440,4055422,5517529,4705650,F,45세~49세,100
5049,05050,5478202,5138768,4807764,4427872,M,45세~49세,100
5050,05051,6409413,6361698,5187047,10420269,M,45세~49세,340
5051,05052,3865111,4905202,4985679,3915750,F,45세~49세,016
5052,05053,10969154,18979350,15277557,9738224,F,45세~49세,210
5053,05054,2926247,2648653,2810919,2319216,F,45세~49세,360
5054,05055,2223069,2584744,2198833,2921159,F,45세~49세,100
5055,05056,3048290,1804074,3068519,3017177,F,45세~49세,310
5056,05057,12971930,7970830,13598760,12874480,F,45세~49세,460
5057,05058,2626055,2857100,3115333,3009809,F,45세~49세,100
5058,05059,1020370,1504265,3423641,3428015,F,45세~49세,010
5059,05060,3641227,5584130,5240131,3748270,F,45세~49세,016
5060,05061,2722142,3537591,3375107,3158205,F,45세~49세,460
5061,05062,14339610,15906950,16714050,14422170,F,45세~49세,100
5062,05063,5684160,7267280,4662800,2514390,F,45세~49세,440
5063,05064,2972505,2378291,1938743,2278286,M,45세~49세,610
5064,05065,4378557,6884359,7525500,7152733,M,45세~49세,072
5065,05066,1158510,3458010,3318140,2982020,M,45세~49세,100
5066,05067,3006801,3019481,5388589,4979420,F,45세~49세,100
5067,05068,4283334,3299350,3921563,4411740,F,45세~49세,100
5068,05069,2006175,4836778,2388761,2379113,F,45세~49세,016
5069,05070,1974003,2014492,2323213,2037686,F,45세~49세,047
5070,05071,5131431,4507610,3472222,6506490,M,45세~49세,100
5071,05072,8081520,7624940,4891470,6209620,F,45세~49세,055
5072,05073,3650980,7120864,7402995,4561664,F,45세~49세,100
5073,05074,5609840,5938790,5289510,5706720,F,45세~49세,060
5074,05075,4257032,6772536,4991970,4779420,F,45세~49세,340
5075,05076,2924420,6153610,10174178,16507720,F,45세~49세,100
5076,05077,957400,2614780,2007040,2122120,F,45세~49세,016
5077,05078,8515560,11453160,8764840,5338221,M,45세~49세,100
5078,05079,24116717,23995670,21161270,20508710,F,45세~49세,540
5079,05080,5195414,2119032,3420415,1112770,F,45세~49세,085
5080,05081,6230380,8396230,4362340,2747599,F,45세~49세,100
5081,05082,3053530,5102998,3905860,5881220,M,45세~49세,100
5082,05083,2301410,3510720,5498430,12934310,F,45세~49세,100
5083,05084,2869057,2952494,3417294,3205635,F,45세~49세,210
5084,05085,386026,940164,1989718,2479094,F,45세~49세,460
5085,05086,4224810,6015960,5843950,4368500,F,45세~49세,360
5086,05087,3603561,3172768,2856118,2746252,F,45세~49세,610
5087,05088,33948120,66004880,34187991,45243180,F,45세~49세,060
5088,05089,2629054,3597178,2350500,2938290,F,45세~49세,100
5089,05090,1485248,1699904,2149299,1790867,F,45세~49세,100
5090,05091,18343530,12928836,10743750,10628670,F,45세~49세,610
5091,05092,5401200,4394050,4026580,3519210,F,45세~49세,100
5092,05093,2049171,1730791,1792766,2308500,M,45세~49세,036
5093,05094,6012604,8861268,8281477,11675475,F,45세~49세,100
5094,05095,2608303,4062219,2557859,633712,F,45세~49세,610
5095,05096,11441200,18202300,15447860,17968760,M,45세~49세,100
5096,05097,183030,2478350,8273710,4367008,M,45세~49세,052
5097,05098,13431601,10780894,16700565,15469972,M,45세~49세,460
5098,05099,15709695,18689110,18870268,19372812,F,45세~49세,055
5099,05100,1986345,1946689,1918789,1476784,F,45세~49세,100
5100,05101,4084546,3147755,4143941,4615734,F,45세~49세,100
5101,05102,4554179,4106786,4747401,3649043,F,45세~49세,360
5102,05103,5172860,4258136,6473790,6447457,F,45세~49세,460
5103,05104,5327138,5335389,3066021,3453477,F,45세~49세,210
5104,05105,5692017,5150457,9344723,8857210,F,45세~49세,440
5105,05106,8574860,6281640,3207970,4823120,F,45세~49세,100
5106,05107,13873535,20998210,13560760,18875870,F,45세~49세,100
5107,05108,2407375,1709549,2421630,2502138,F,45세~49세,460
5108,05109,4364364,4400249,4494842,5097067,F,45세~49세,210
5109,05110,3402666,3194758,4701199,4260508,F,45세~49세,100
5110,05111,53646930,19726215,15887418,27636796,F,45세~49세,055
5111,05112,3292983,4146559,5142813,4127531,F,45세~49세,055
5112,05113,12047481,8954558,14392860,15846100,F,45세~49세,100
5113,05114,8777913,5746860,9206096,12052210,M,45세~49세,016
5114,05115,10546828,11864454,10189818,10916288,F,45세~49세,043
5115,05116,3487295,1737032,2491845,2713519,F,45세~49세,460
5116,05117,3027518,2598841,2332077,1913244,M,45세~49세,100
5117,05118,2002691,2312120,2255221,1729866,F,45세~49세,460
5118,05119,3079272,2185295,1771702,1953374,F,45세~49세,100
5119,05120,19163920,11406700,6713182,3077612,F,45세~49세,100
5120,05121,10797931,8110589,8335478,7432398,F,45세~49세,055
5121,05122,2158299,3971523,2396520,4064181,F,45세~49세,036
5122,05123,4036635,2473010,2746749,2777756,F,45세~49세,100
5123,05124,24434400,13375590,11012238,14920750,F,45세~49세,060
5124,05125,3109519,3863602,4775734,4405372,F,45세~49세,100
5125,05126,4998001,5175271,5605435,4608120,M,45세~49세,055
5126,05127,8778789,16451276,15893488,19237910,F,45세~49세,072
5127,05128,3001708,9458447,3820781,4031565,F,45세~49세,100
5128,05129,2676873,6052608,4847241,4463615,F,45세~49세,079
5129,05130,6861752,7590301,4922311,4687436,F,45세~49세,500
5130,05131,2510867,1599740,2289423,1490149,F,45세~49세,100
5131,05132,17533840,15876610,13539316,19645540,F,45세~49세,460
5132,05133,5545366,6069860,6480007,11614702,F,45세~49세,016
5133,05134,3715524,4211264,3907645,5306148,M,45세~49세,570
5134,05135,2926661,3827838,2646067,1747185,F,45세~49세,460
5135,05136,10487935,3317060,6055160,11668780,F,45세~49세,100
5136,05137,207310,4066872,5953570,6823125,F,45세~49세,100
5137,05138,1943650,2395139,5124389,3212877,F,45세~49세,610
5138,05139,3440987,3955815,4151270,4442240,F,45세~49세,049
5139,05140,1085188,1311902,1460431,1737400,F,45세~49세,100
5140,05141,3294073,3629083,3766725,3293287,F,45세~49세,100
5141,05142,26798218,19650220,23796958,22450576,M,45세~49세,055
5142,05143,10434430,10976730,13587212,7215660,F,45세~49세,055
5143,05144,22702232,53184370,20291518,35414190,F,45세~49세,060
5144,05145,1759520,1617842,1886621,945560,M,45세~49세,460
5145,05146,23528410,37838450,17812370,24961700,F,45세~49세,060
5146,05147,4822432,5308351,2292727,1589918,F,45세~49세,047
5147,05148,8211217,14795407,12570836,13446144,F,45세~49세,016
5148,05149,2395453,1603473,2621307,3346751,F,45세~49세,610
5149,05150,13890510,10885370,7282908,12201440,F,45세~49세,013
5150,05151,5327916,4831757,6381186,3696749,F,45세~49세,060
5151,05152,6367150,5690954,6676906,6711979,F,45세~49세,052
5152,05153,3540247,3312191,3933065,4341850,F,45세~49세,055
5153,05154,2901867,2253208,3862503,3489223,F,45세~49세,360
5154,05155,20204350,50986070,19568440,11939980,F,45세~49세,100
5155,05156,7108798,5197135,6275143,4932968,F,45세~49세,055
5156,05157,2816359,3297506,3225169,3204140,M,45세~49세,500
5157,05158,4411320,18139570,28785670,38419390,F,45세~49세,049
5158,05159,17800600,13731802,9839640,15445430,F,45세~49세,055
5159,05160,4905340,6754908,6061065,6283476,F,45세~49세,100
5160,05161,2781470,4764590,3743150,4216960,F,45세~49세,030
5161,05162,1674089,2935030,3084756,2721409,F,45세~49세,210
5162,05163,1045722,1733354,1404307,1097296,F,45세~49세,460
5163,05164,3222718,2582408,3322168,2905993,M,45세~49세,100
5164,05165,38761230,20288360,6016570,27453600,F,45세~49세,010
5165,05166,26563130,39970442,34498710,20149087,F,45세~49세,100
5166,05167,13909510,20784610,14520593,12430730,F,45세~49세,100
5167,05168,3456818,1894527,4982561,2979013,F,45세~49세,100
5168,05169,2612060,2645070,1721350,1262891,F,45세~49세,410
5169,05170,2867031,3108052,3701216,3522267,F,45세~49세,085
5170,05171,6339700,7805410,3918290,6364960,F,45세~49세,016
5171,05172,24528080,21656106,37237810,36866988,F,45세~49세,055
5172,05173,5714108,5697266,3645563,4416468,F,45세~49세,270
5173,05174,5608874,7026423,7251275,6500502,F,45세~49세,020
5174,05175,3847023,3565124,4644612,4474572,M,45세~49세,100
5175,05176,8461830,3769130,4072820,3214350,F,45세~49세,100
5176,05177,5447370,9421710,10306080,16005120,F,45세~49세,016
5177,05178,2705182,2991697,2268050,3389444,F,45세~49세,100
5178,05179,890683,1023389,1376782,1102491,F,45세~49세,100
5179,05180,3523521,3263945,3427766,4609346,F,45세~49세,460
5180,05181,8561852,7646182,12148699,8326897,F,45세~49세,013
5181,05182,4233320,5390830,10242230,5423711,F,45세~49세,055
5182,05183,3194095,3279702,3388471,3730297,F,45세~49세,100
5183,05184,31181730,16124054,11145700,15407510,M,45세~49세,410
5184,05185,1460416,1787711,2062800,2700202,M,45세~49세,310
5185,05186,4025778,5118426,5637782,5448525,F,45세~49세,055
5186,05187,8533431,8278510,13206731,11780780,F,45세~49세,100
5187,05188,1821851,1716294,2116170,2677949,F,45세~49세,500
5188,05189,11585024,9940347,11531095,5187678,F,45세~49세,100
5189,05190,2024437,2231104,2477492,2101348,F,45세~49세,360
5190,05191,4549405,4826121,5490959,4090172,F,45세~49세,310
5191,05192,1259513,1722888,1650740,1725326,F,45세~49세,100
5192,05193,3323004,2749703,4279113,4811944,F,45세~49세,055
5193,05194,19574259,31192771,10810913,15995031,F,45세~49세,460
5194,05195,10600610,26371200,13020450,22712130,M,45세~49세,460
5195,05196,5145630,6780880,9197776,7128475,M,45세~49세,036
5196,05197,383591,2701530,2143876,2393480,F,45세~49세,100
5197,05198,2412730,3402870,4156046,3446633,F,45세~49세,460
5198,05199,1044345,3780383,3556402,3409793,F,45세~49세,360
5199,05200,4760736,5236104,3809772,5545301,F,45세~49세,016
5200,05201,4366197,5397820,2529095,1823574,F,45세~49세,100
5201,05202,69103544,68817500,44271090,56926230,F,45세~49세,100
5202,05203,32103610,26665470,16827420,19187020,M,45세~49세,087
5203,05204,2914589,7035934,3202383,4488565,M,45세~49세,024
5204,05205,36849091,19038285,9383874,4512992,F,45세~49세,100
5205,05206,4554438,2785338,6321857,4792506,F,45세~49세,610
5206,05207,9338223,18556826,15374506,12360424,F,45세~49세,460
5207,05208,10503128,9216290,1866540,1595340,M,45세~49세,440
5208,05209,6790860,9805958,11493521,9034026,F,45세~49세,055
5209,05210,4474750,7170145,8220010,8864350,F,45세~49세,500
5210,05211,22822050,13378700,10514380,13975230,F,45세~49세,610
5211,05212,3191481,3680445,2895466,2721134,F,45세~49세,500
5212,05213,18215950,17256458,16941543,19158415,F,45세~49세,060
5213,05214,2330316,2991055,1947631,3834282,F,45세~49세,100
5214,05215,10441108,15240560,16969072,12238769,F,45세~49세,460
5215,05216,3251999,3022970,5092567,4081224,F,45세~49세,100
5216,05217,22379470,36694860,23371380,11026634,F,45세~49세,610
5217,05218,5075509,3864432,5715051,8964662,F,45세~49세,410
5218,05219,7745916,26586975,42559393,14308303,F,45세~49세,210
5219,05220,1953036,3296866,1944471,4091734,F,45세~49세,610
5220,05221,3577276,4450460,3881329,3604318,F,45세~49세,100
5221,05222,4159533,4403320,3706046,5481529,F,45세~49세,055
5222,05223,15715940,12228661,14713225,16082760,F,45세~49세,100
5223,05224,18439435,25363168,18207462,24383902,F,45세~49세,460
5224,05225,14756536,17350488,28284340,62790,M,45세~49세,500
5225,05226,3468494,3332488,3959627,4865345,F,45세~49세,100
5226,05227,8165710,13894410,6558810,5877180,F,45세~49세,024
5227,05228,2087831,5296156,11135382,20307803,F,45세~49세,500
5228,05229,1930900,2079568,2229009,4005885,F,45세~49세,055
5229,05230,1695627,2618771,2215233,1910963,F,45세~49세,210
5230,05231,1582848,1720860,2276053,2905227,F,45세~49세,100
5231,05232,6799256,7597120,5723602,6236890,F,45세~49세,016
5232,05233,5739039,4852829,4644111,12781761,F,45세~49세,100
5233,05234,1725004,2822318,2912217,3306692,F,45세~49세,100
5234,05235,5604857,5763386,6723155,7937182,F,45세~49세,460
5235,05236,2786532,2099839,1074433,2280504,M,45세~49세,
5236,05237,6904330,11008678,9469371,10719865,F,45세~49세,043
5237,05238,18700530,9801860,16362740,8561910,F,45세~49세,410
5238,05239,41798097,32588766,49840940,27035088,M,45세~49세,055
5239,05240,13535730,11278914,3714360,4752350,F,45세~49세,460
5240,05241,11921211,9160786,5996267,9650858,F,45세~49세,055
5241,05242,2875593,4692850,3619211,3785372,F,45세~49세,100
5242,05243,1898172,2124062,1904726,2400848,F,45세~49세,460
5243,05244,4611600,4532611,5079655,2939513,M,45세~49세,082
5244,05245,2958833,3473487,2162921,2356405,F,45세~49세,072
5245,05246,9206780,11359720,7810100,8338030,F,45세~49세,100
5246,05247,3431458,2671956,2918848,2776556,F,45세~49세,060
5247,05248,1811950,2656262,3281040,2147920,F,45세~49세,100
5248,05249,4165001,3370121,2622450,3100818,M,45세~49세,540
5249,05250,31557220,12327150,7793190,12207230,F,45세~49세,016
5250,05251,5969629,4723720,3310748,3896720,F,45세~49세,100
5251,05252,3642428,4299238,3866840,4660077,F,45세~49세,210
5252,05253,5459880,5327196,4358214,5855676,F,45세~49세,060
5253,05254,2194031,2310058,2519747,2281978,F,45세~49세,049
5254,05255,3338114,3657874,3524766,2883750,M,45세~49세,340
5255,05256,11374583,13995123,15216135,15415905,M,45세~49세,055
5256,05257,2957156,2639824,2959573,2670562,F,45세~49세,100
5257,05258,5781430,5052260,4031800,4423840,F,45세~49세,500
5258,05259,3074366,2883913,3587608,2718042,F,45세~49세,100
5259,05260,9403343,14120104,12503400,5330850,F,45세~49세,500
5260,05261,5312511,11075662,10615518,25971121,F,45세~49세,016
5261,05262,2039529,3007185,3925082,4011398,F,45세~49세,500
5262,05263,1335800,1557512,1366898,1829691,F,45세~49세,460
5263,05264,5645701,5748725,5135413,6128501,F,45세~49세,100
5264,05265,12557580,20941090,10504990,9315210,F,45세~49세,100
5265,05266,3531360,6051320,3141365,7559818,F,45세~49세,100
5266,05267,1945589,3543071,2801828,2813687,F,45세~49세,100
5267,05268,11905880,7596640,9895450,15600410,F,45세~49세,100
5268,05269,21948888,15742320,8055042,17357540,F,45세~49세,100
5269,05270,23940490,24768370,19056211,17131690,F,45세~49세,016
5270,05271,3939904,9960404,4417589,3055676,M,45세~49세,060
5271,05272,5711650,7214490,5763284,5557930,F,45세~49세,060
5272,05273,27446978,25381997,16351068,23565478,F,45세~49세,460
5273,05274,4045993,5488415,2984353,8551169,M,45세~49세,033
5274,05275,2966483,5138132,7026763,8028449,F,45세~49세,460
5275,05276,2065368,2747295,2123445,3470792,F,45세~49세,460
5276,05277,4580484,5250772,2324196,2185109,F,45세~49세,210
5277,05278,1527319,1825164,1522980,1246860,F,45세~49세,100
5278,05279,28861450,28396881,19175412,20572322,F,45세~49세,540
5279,05280,12343190,8702590,12319630,16830870,M,45세~49세,013
5280,05281,14513285,7605467,11411864,11927319,F,45세~49세,055
5281,05282,7067699,8185450,8157180,11198520,M,45세~49세,047
5282,05283,6944177,5869061,16878237,9399890,F,45세~49세,016
5283,05284,962949,901103,1310567,1487469,M,45세~49세,500
5284,05285,14570200,6915080,4301240,2827220,F,45세~49세,440
5285,05286,3063062,4088857,3701673,3534833,F,45세~49세,049
5286,05287,3482939,3134132,3588411,2291063,F,45세~49세,100
5287,05288,22088160,26614830,41188370,45094840,F,45세~49세,065
5288,05289,228674,5189294,4686734,4172610,F,45세~49세,039
5289,05290,21132954,12917850,16053580,17977830,F,45세~49세,036
5290,05291,2909351,4085260,6686318,3840784,M,45세~49세,055
5291,05292,28279410,4861860,10049057,4287602,M,45세~49세,065
5292,05293,4515951,4926488,3988775,4088581,F,45세~49세,016
5293,05294,1616862,2182132,3466689,3994482,F,45세~49세,100
5294,05295,5924060,5992400,2903000,9326290,M,45세~49세,100
5295,05296,3010009,2997774,5371022,4189197,F,45세~49세,360
5296,05297,21930770,16905800,9406900,9404970,F,45세~49세,060
5297,05298,13721530,12615440,13083930,19273490,F,45세~49세,100
5298,05299,14953365,12948427,19825807,12590576,F,45세~49세,460
5299,05300,2792548,3043176,2778732,2334618,F,45세~49세,610
5300,05301,18269556,33318220,16248466,10767860,F,45세~49세,500
5301,05302,30696150,12584940,13349370,30929617,F,45세~49세,060
5302,05303,15675180,19729470,49575070,54601510,F,45세~49세,610
5303,05304,2182859,1313996,1684781,3704865,F,45세~49세,100
5304,05305,4252806,4022400,1548119,3140836,F,45세~49세,100
5305,05306,21768320,46348260,19120330,33874090,F,45세~49세,100
5306,05307,1182374,1753810,1221133,1410387,F,45세~49세,210
5307,05308,64784391,67633263,73142750,86673132,F,45세~49세,055
5308,05309,8332388,6594368,8684913,9180718,F,45세~49세,072
5309,05310,26443259,13348643,36194262,20399418,F,45세~49세,460
5310,05311,3939391,7777847,8604783,9039607,F,45세~49세,500
5311,05312,11487610,11379940,15830160,15199120,F,45세~49세,016
5312,05313,1855302,1646109,2469880,1991974,F,45세~49세,100
5313,05314,2298137,1991746,1651660,3755599,F,45세~49세,052
5314,05315,2343302,2872912,4051602,4232373,F,45세~49세,240
5315,05316,13108318,19381618,23462144,11385896,F,45세~49세,055
5316,05317,22047320,25911400,23783636,22497356,F,45세~49세,500
5317,05318,8868904,19517951,10027310,13266790,F,45세~49세,500
5318,05319,2583644,1998085,2337681,1862705,F,45세~49세,060
5319,05320,3881282,1832875,1267095,1334358,F,45세~49세,540
5320,05321,3328628,3160018,3018289,3467947,F,45세~49세,610
5321,05322,63325345,39271733,23840529,16525080,F,45세~49세,060
5322,05323,15657656,16741858,22282118,16732659,F,45세~49세,500
5323,05324,520066,3448139,3197280,3062733,F,45세~49세,052
5324,05325,4827759,8747503,10016396,8255822,M,45세~49세,610
5325,05326,2817804,2422517,2480301,2631237,F,45세~49세,060
5326,05327,3122246,4876123,3281108,2134127,F,45세~49세,100
5327,05328,5150569,6662634,9650551,12944487,F,45세~49세,049
5328,05329,5121866,4632872,5391318,4327454,F,45세~49세,100
5329,05330,2787726,5116550,3723720,2087650,F,45세~49세,100
5330,05331,11299150,11343580,20214442,19541418,F,45세~49세,100
5331,05332,16574755,15653759,13228379,13023840,M,45세~49세,540
5332,05333,5092186,6490113,5420561,5243234,F,45세~49세,075
5333,05334,13791822,15610932,12082664,11355664,F,45세~49세,100
5334,05335,2805709,2302250,2249943,2007316,M,45세~49세,016
5335,05336,4992778,5110217,4016438,4594467,M,45세~49세,100
5336,05337,4752071,6015783,4125991,3284910,F,45세~49세,100
5337,05338,3345209,3238521,7008784,3699862,F,45세~49세,055
5338,05339,19214630,14705380,9132590,18597330,F,45세~49세,360
5339,05340,2980218,2545714,3196085,3135407,F,45세~49세,270
5340,05341,16567260,19281870,15298083,7586448,F,45세~49세,100
5341,05342,11347290,17779460,37523320,15600470,F,45세~49세,460
5342,05343,4016172,3731377,3748469,2127775,F,45세~49세,060
5343,05344,2463662,1886761,2748515,3675104,F,45세~49세,410
5344,05345,5466223,3035352,2776524,3672233,M,45세~49세,100
5345,05346,1790869,2015244,2257747,2606575,M,45세~49세,460
5346,05347,3761489,3028538,3763305,8895595,F,45세~49세,060
5347,05348,42834916,30945745,39123827,32165100,F,45세~49세,460
5348,05349,3250000,5726799,5786148,5668782,F,45세~49세,085
5349,05350,2615458,3475544,2367074,2338872,F,45세~49세,100
5350,05351,27901552,21827293,11221490,16387230,F,45세~49세,100
5351,05352,3839072,6331275,3658155,6539060,F,45세~49세,570
5352,05353,3661688,3664305,2956804,2770355,F,45세~49세,013
5353,05354,1453529,2551645,2872225,2674546,F,45세~49세,360
5354,05355,2910079,2395068,2616634,2560517,F,45세~49세,100
5355,05356,19974330,13573770,11121140,8879720,F,45세~49세,100
5356,05357,7924950,10797712,8231419,9286161,F,45세~49세,055
5357,05358,3738752,2578682,3311784,5201430,M,45세~49세,540
5358,05359,5294788,5690687,5377235,2352848,F,45세~49세,016
5359,05360,31972560,24453680,33141280,18055530,F,45세~49세,500
5360,05361,4199513,4537541,4440145,5166691,M,45세~49세,100
5361,05362,6797900,5116310,4367400,3507010,F,45세~49세,500
5362,05363,6314510,9855310,4878240,5527500,F,45세~49세,049
5363,05364,4967330,3782290,7360390,17903310,M,45세~49세,052
5364,05365,29993805,15632865,12890367,14335713,F,45세~49세,500
5365,05366,3048427,3789522,4166417,3537441,F,45세~49세,410
5366,05367,2696692,2372163,2504859,2687251,M,45세~49세,100
5367,05368,7196583,5204415,4189833,9147466,F,45세~49세,460
5368,05369,2958609,2706630,3502131,3513951,F,45세~49세,033
5369,05370,20934780,9982950,24542900,24551530,F,45세~49세,460
5370,05371,11242421,12576623,6395810,6711140,F,45세~49세,100
5371,05372,3547032,3472872,5483830,5338590,M,45세~49세,460
5372,05373,3677750,2582786,2725980,2515927,F,45세~49세,100
5373,05374,5678891,4381029,5609377,4717223,F,45세~49세,100
5374,05375,3627737,5360364,3639186,4409814,F,45세~49세,016
5375,05376,4828859,4964388,5242797,6291661,F,45세~49세,500
5376,05377,3398497,3829293,7617391,8144880,M,45세~49세,460
5377,05378,3786918,5243322,6855359,6027544,M,45세~49세,100
5378,05379,11779660,16190360,7981090,11121790,F,45세~49세,340
5379,05380,41952180,45263240,60074970,42276630,F,45세~49세,100
5380,05381,5438688,6992968,4047330,5760270,F,45세~49세,013
5381,05382,6868627,16627646,9701636,13647480,F,45세~49세,060
5382,05383,4510897,4355806,3279528,3511953,M,45세~49세,060
5383,05384,2711241,3782050,3483980,4627740,F,45세~49세,013
5384,05385,12302799,14905845,15904844,15631275,F,45세~49세,060
5385,05386,9961090,18868220,9434400,5874759,M,45세~49세,500
5386,05387,2304626,2238037,3197792,3594961,F,45세~49세,100
5387,05388,34525370,22827640,20261301,8843200,F,45세~49세,055
5388,05389,4703525,3089905,1602570,3494402,F,45세~49세,060
5389,05390,6726667,7241753,6396173,10761860,F,45세~49세,016
5390,05391,13815164,12507751,8731230,11918754,F,45세~49세,020
5391,05392,1002167,3261756,1731406,2254392,F,45세~49세,100
5392,05393,8468817,9258000,5368627,11194000,M,45세~49세,460
5393,05394,4227700,5247620,4311586,3983386,F,45세~49세,100
5394,05395,3644145,2293936,2234802,1022984,F,45세~49세,460
5395,05396,2716686,4055125,3253757,4517310,F,45세~49세,100
5396,05397,5347984,4911613,7065999,8386030,F,45세~49세,500
5397,05398,2373260,4506010,5475420,4614793,F,45세~49세,100
5398,05399,2348004,3682649,2549972,2729225,F,45세~49세,340
5399,05400,2789925,2230650,2944152,2672731,F,45세~49세,047
5400,05401,5620392,7766769,8331515,7148562,F,45세~49세,072
5401,05402,1934156,2393015,1929570,2729442,F,45세~49세,100
5402,05403,4040578,4691796,4050333,4475775,F,45세~49세,100
5403,05404,6326180,24446670,21478330,11873650,F,45세~49세,
5404,05405,3794707,4488392,4124065,2621503,F,45세~49세,055
5405,05406,2778947,2600177,2779467,3423445,F,45세~49세,270
5406,05407,4261327,4580389,4349572,4205230,F,45세~49세,460
5407,05408,9735674,10703358,6717817,8024378,F,45세~49세,100
5408,05409,34515970,35323086,36594468,46457574,F,45세~49세,610
5409,05410,2439007,2218726,2483343,2322688,F,45세~49세,460
5410,05411,2237470,3480028,3663181,3946800,F,45세~49세,460
5411,05412,3762472,4211976,4470826,5331782,M,45세~49세,100
5412,05413,6049894,6522624,6537004,5030147,M,45세~49세,100
5413,05414,3106934,2673567,3909423,5419332,F,45세~49세,100
5414,05415,25711120,26005870,12930670,27902692,M,45세~49세,100
5415,05416,1637167,1333876,2053354,2337372,F,45세~49세,100
5416,05417,18977430,19095174,23801453,26074127,F,45세~49세,024
5417,05418,3954387,3310233,4427881,3920862,F,45세~49세,010
5418,05419,18550810,15763480,6631550,11563437,F,45세~49세,060
5419,05420,4099990,3121925,5990850,5571410,F,45세~49세,060
5420,05421,16727371,17061283,12277597,16417268,F,45세~49세,024
5421,05422,3494426,4551509,2477057,4399914,F,45세~49세,100
5422,05423,3523104,3800412,4026898,2766119,M,45세~49세,210
